Set ID,Section,Condition,Times Sold,Total Qty,Total Lots,Min Price (EUR),Avg Price (EUR),Qty Avg Price (EUR),Max Price (EUR),ScrapeTimestampUTC
60015-1,Last 6 Months Sales,Used,1.0,1,,32.83,32.83,32.83,32.83,2025-10-19T13:58:52.251764
60015-1,Current Items for Sale,New,,20,17.0,42.51,74.12,74.37,151.0,2025-10-19T13:58:52.251764
60015-1,Current Items for Sale,Used,,13,13.0,21.39,40.78,40.78,111.28,2025-10-19T13:58:52.251764
60020-1,Last 6 Months Sales,New,2.0,2,,70.69,73.88,73.88,77.07,2025-10-19T14:00:29.961529
60020-1,Last 6 Months Sales,Used,11.0,11,,4.23,27.5,27.5,44.99,2025-10-19T14:00:29.961529
60020-1,Current Items for Sale,New,,44,28.0,49.65,70.33,70.58,129.0,2025-10-19T14:00:29.961529
60020-1,Current Items for Sale,Used,,23,23.0,22.76,39.57,39.57,61.0,2025-10-19T14:00:29.961529
60021-1,Last 6 Months Sales,New,3.0,3,,38.41,62.8,62.8,80.0,2025-10-19T14:02:03.551682
60021-1,Last 6 Months Sales,Used,7.0,7,,16.13,27.78,27.78,69.0,2025-10-19T14:02:03.551682
60021-1,Current Items for Sale,New,,19,14.0,23.76,95.18,92.78,181.0,2025-10-19T14:02:03.551682
60021-1,Current Items for Sale,Used,,40,35.0,20.08,34.59,36.17,80.0,2025-10-19T14:02:03.551682
60023-1,Last 6 Months Sales,New,1.0,1,,46.89,46.89,46.89,46.89,2025-10-19T14:03:58.282734
60023-1,Last 6 Months Sales,Used,6.0,6,,9.0,12.49,12.49,21.46,2025-10-19T14:03:58.282734
60023-1,Current Items for Sale,New,,13,12.0,32.19,63.83,62.52,151.0,2025-10-19T14:03:58.282734
60023-1,Current Items for Sale,Used,,61,61.0,4.28,16.67,16.67,44.99,2025-10-19T14:03:58.282734
60025-1,Last 6 Months Sales,New,1.0,1,,61.62,61.62,61.62,61.62,2025-10-19T14:04:48.115376
60025-1,Last 6 Months Sales,Used,9.0,9,,18.61,29.46,29.46,57.11,2025-10-19T14:04:48.115376
60025-1,Current Items for Sale,New,,14,12.0,59.67,106.7,106.33,261.0,2025-10-19T14:04:48.115376
60025-1,Current Items for Sale,Used,,56,56.0,4.0,31.49,31.49,85.61,2025-10-19T14:04:48.115376
60027-1,Last 6 Months Sales,New,0.0,0,,,,,,2025-10-19T14:06:15.618486
60027-1,Last 6 Months Sales,Used,4.0,4,,9.0,13.43,13.43,19.95,2025-10-19T14:06:15.618486
60027-1,Current Items for Sale,New,,20,15.0,12.2,74.04,70.13,117.79,2025-10-19T14:06:15.618486
60027-1,Current Items for Sale,Used,,46,45.0,12.81,29.44,29.22,150.66,2025-10-19T14:06:15.618486
70003-1,Last 6 Months Sales,New,4.0,6,,22.58,30.65,27.96,42.49,2025-10-19T14:07:41.867391
70003-1,Last 6 Months Sales,Used,13.0,13,,11.23,14.83,14.83,18.5,2025-10-19T14:07:41.867391
70003-1,Current Items for Sale,New,,6,6.0,23.0,42.59,42.59,59.99,2025-10-19T14:07:41.867391
70003-1,Current Items for Sale,Used,,42,40.0,9.32,19.76,20.06,40.0,2025-10-19T14:07:41.867391
70004-1,Last 6 Months Sales,New,3.0,3,,42.06,54.69,54.69,67.0,2025-10-19T14:08:50.662274
70004-1,Last 6 Months Sales,Used,19.0,19,,9.89,13.94,13.94,19.68,2025-10-19T14:08:50.662274
70004-1,Current Items for Sale,New,,12,9.0,32.53,45.08,43.46,80.0,2025-10-19T14:08:50.662274
70004-1,Current Items for Sale,Used,,39,38.0,7.7,17.96,18.52,39.95,2025-10-19T14:08:50.662274
70005-1,Last 6 Months Sales,New,3.0,3,,41.52,42.24,42.24,42.76,2025-10-19T14:09:34.963823
70005-1,Last 6 Months Sales,Used,15.0,15,,14.63,21.73,21.73,35.96,2025-10-19T14:09:34.963823
70005-1,Current Items for Sale,New,,12,12.0,51.37,79.91,79.91,119.95,2025-10-19T14:09:34.963823
70005-1,Current Items for Sale,Used,,44,41.0,11.99,28.7,28.86,74.76,2025-10-19T14:09:34.963823
70011-1,Last 6 Months Sales,New,3.0,3,,32.48,38.4,38.4,45.19,2025-10-19T14:10:52.738401
70011-1,Last 6 Months Sales,Used,5.0,5,,2.57,17.7,17.7,25.0,2025-10-19T14:10:52.738401
70011-1,Current Items for Sale,New,,38,17.0,30.0,39.83,39.07,74.0,2025-10-19T14:10:52.738401
70011-1,Current Items for Sale,Used,,10,10.0,11.13,20.04,20.04,29.95,2025-10-19T14:10:52.738401
70012-2,Last 6 Months Sales,New,4.0,4,,27.61,34.63,34.63,39.82,2025-10-19T14:12:16.510947
70012-2,Last 6 Months Sales,Used,5.0,5,,13.92,19.99,19.99,25.75,2025-10-19T14:12:16.510947
70012-2,Current Items for Sale,New,,25,14.0,27.55,40.18,43.57,65.06,2025-10-19T14:12:16.510947
70012-2,Current Items for Sale,Used,,7,7.0,15.39,21.7,21.7,31.13,2025-10-19T14:12:16.510947
70013-1,Last 6 Months Sales,New,4.0,4,,34.85,46.65,46.65,57.49,2025-10-19T14:13:55.300404
70013-1,Last 6 Months Sales,Used,3.0,3,,17.58,22.44,22.44,25.76,2025-10-19T14:13:55.300404
70013-1,Current Items for Sale,New,,15,11.0,26.19,52.16,48.54,100.0,2025-10-19T14:13:55.300404
70013-1,Current Items for Sale,Used,,20,18.0,10.0,23.68,25.3,42.4,2025-10-19T14:13:55.300404
70403-1,Last 6 Months Sales,New,12.0,12,,130.02,143.47,143.47,170.7,2025-10-19T14:14:54.212702
70403-1,Last 6 Months Sales,Used,12.0,12,,8.21,85.63,85.63,119.1,2025-10-19T14:14:54.212702
70403-1,Current Items for Sale,New,,32,27.0,132.26,209.58,199.68,640.36,2025-10-19T14:14:54.212702
70403-1,Current Items for Sale,Used,,26,22.0,33.38,113.82,112.79,150.0,2025-10-19T14:14:54.212702
70503-1,Last 6 Months Sales,New,3.0,3,,12.79,72.82,72.82,116.15,2025-10-19T14:16:10.405082
70503-1,Last 6 Months Sales,Used,33.0,33,,11.94,28.66,28.66,59.99,2025-10-19T14:16:10.405082
70503-1,Current Items for Sale,New,,15,15.0,85.61,128.96,128.96,270.0,2025-10-19T14:16:10.405082
70503-1,Current Items for Sale,Used,,55,54.0,18.08,42.93,43.09,126.41,2025-10-19T14:16:10.405082
70504-1,Last 6 Months Sales,New,5.0,5,,54.99,106.51,106.51,148.0,2025-10-19T14:17:41.212346
70504-1,Last 6 Months Sales,Used,10.0,10,,27.38,56.54,56.54,83.22,2025-10-19T14:17:41.212346
70504-1,Current Items for Sale,New,,9,9.0,102.64,118.29,118.29,129.99,2025-10-19T14:17:41.212346
70504-1,Current Items for Sale,Used,,24,24.0,16.64,58.65,58.65,89.41,2025-10-19T14:17:41.212346
70702-1,Last 6 Months Sales,New,1.0,1,,42.01,42.01,42.01,42.01,2025-10-19T14:19:16.876268
70702-1,Last 6 Months Sales,Used,5.0,5,,23.43,30.04,30.04,42.01,2025-10-19T14:19:16.876268
70702-1,Current Items for Sale,New,,9,6.0,68.47,71.66,71.95,75.99,2025-10-19T14:19:16.876268
70702-1,Current Items for Sale,Used,,21,21.0,21.15,34.94,34.94,60.0,2025-10-19T14:19:16.876268
70703-1,Last 6 Months Sales,New,4.0,4,,47.99,57.19,57.19,63.96,2025-10-19T14:20:39.118852
70703-1,Last 6 Months Sales,Used,4.0,4,,20.0,42.26,42.26,52.96,2025-10-19T14:20:39.118852
70703-1,Current Items for Sale,New,,3,3.0,60.0,65.58,65.58,76.73,2025-10-19T14:20:39.118852
70703-1,Current Items for Sale,Used,,5,5.0,29.96,46.91,46.91,55.64,2025-10-19T14:20:39.118852
70707-1,Last 6 Months Sales,New,0.0,0,,,,,,2025-10-19T14:21:46.528878
70707-1,Last 6 Months Sales,Used,6.0,6,,23.05,47.48,47.48,89.96,2025-10-19T14:21:46.528878
70707-1,Current Items for Sale,New,,10,9.0,64.21,82.84,83.03,102.73,2025-10-19T14:21:46.528878
70707-1,Current Items for Sale,Used,,10,10.0,24.4,49.0,49.0,82.18,2025-10-19T14:21:46.528878
75004-1,Last 6 Months Sales,New,16.0,17,,29.5,173.4,164.94,236.06,2025-10-19T14:23:01.883918
75004-1,Last 6 Months Sales,Used,33.0,33,,16.42,100.92,100.92,171.84,2025-10-19T14:23:01.883918
75004-1,Current Items for Sale,New,,36,29.0,88.2,216.52,211.05,376.68,2025-10-19T14:23:01.883918
75004-1,Current Items for Sale,Used,,59,59.0,22.36,96.46,96.46,350.0,2025-10-19T14:23:01.883918
75005-1,Last 6 Months Sales,New,19.0,19,,119.9,259.44,259.44,349.0,2025-10-19T14:24:13.029144
75005-1,Last 6 Months Sales,Used,29.0,29,,26.03,160.78,160.78,265.99,2025-10-19T14:24:13.029144
75005-1,Current Items for Sale,New,,56,52.0,117.88,352.05,354.19,639.06,2025-10-19T14:24:13.029144
75005-1,Current Items for Sale,Used,,43,43.0,42.67,172.01,172.01,286.79,2025-10-19T14:24:13.029144
75013-1,Last 6 Months Sales,New,8.0,8,,45.81,144.12,144.12,190.9,2025-10-19T14:24:58.868083
75013-1,Last 6 Months Sales,Used,16.0,16,,22.16,64.0,64.0,125.0,2025-10-19T14:24:58.868083
75013-1,Current Items for Sale,New,,40,27.0,138.69,188.1,197.83,291.07,2025-10-19T14:24:58.868083
75013-1,Current Items for Sale,Used,,59,56.0,13.6,79.73,80.31,256.82,2025-10-19T14:24:58.868083
75014-1,Last 6 Months Sales,New,8.0,8,,119.2,149.88,149.88,208.6,2025-10-19T14:26:22.771910
75014-1,Last 6 Months Sales,Used,7.0,7,,25.69,81.39,81.39,120.0,2025-10-19T14:26:22.771910
75014-1,Current Items for Sale,New,,25,17.0,7.08,163.65,120.07,321.03,2025-10-19T14:26:22.771910
75014-1,Current Items for Sale,Used,,23,23.0,4.28,78.94,78.94,150.0,2025-10-19T14:26:22.771910
75015-1,Last 6 Months Sales,New,6.0,7,,114.91,127.2,125.44,151.97,2025-10-19T14:27:56.239201
75015-1,Last 6 Months Sales,Used,44.0,45,,12.0,37.81,37.39,70.82,2025-10-19T14:27:56.239201
75015-1,Current Items for Sale,New,,42,38.0,86.26,147.04,144.62,342.43,2025-10-19T14:27:56.239201
75015-1,Current Items for Sale,Used,,65,63.0,14.99,57.75,57.44,94.17,2025-10-19T14:27:56.239201
75016-1,Last 6 Months Sales,New,4.0,5,,26.1,85.8,90.34,108.51,2025-10-19T14:29:29.581420
75016-1,Last 6 Months Sales,Used,28.0,28,,21.72,63.47,63.47,86.44,2025-10-19T14:29:29.581420
75016-1,Current Items for Sale,New,,30,28.0,29.96,155.8,158.28,273.95,2025-10-19T14:29:29.581420
75016-1,Current Items for Sale,Used,,28,28.0,25.0,75.03,75.03,248.26,2025-10-19T14:29:29.581420
75017-1,Last 6 Months Sales,New,14.0,14,,43.68,187.13,187.13,233.86,2025-10-19T14:30:34.429048
75017-1,Last 6 Months Sales,Used,29.0,29,,5.83,94.72,94.72,156.75,2025-10-19T14:30:34.429048
75017-1,Current Items for Sale,New,,45,39.0,15.25,233.23,237.71,428.04,2025-10-19T14:30:34.429048
75017-1,Current Items for Sale,Used,,42,42.0,4.5,105.21,105.21,207.41,2025-10-19T14:30:34.429048
75023-1,Last 6 Months Sales,New,6.0,6,,55.0,70.77,70.77,82.95,2025-10-19T14:31:42.516641
75023-1,Last 6 Months Sales,Used,4.0,4,,40.0,50.12,50.12,55.63,2025-10-19T14:31:42.516641
75023-1,Current Items for Sale,New,,36,16.0,62.1,85.42,83.49,169.0,2025-10-19T14:31:42.516641
75023-1,Current Items for Sale,Used,,3,3.0,54.95,69.38,69.38,80.0,2025-10-19T14:31:42.516641
75024-1,Last 6 Months Sales,New,3.0,3,,107.19,119.39,119.39,135.99,2025-10-19T14:33:03.945736
75024-1,Last 6 Months Sales,Used,14.0,14,,12.6,48.76,48.76,82.07,2025-10-19T14:33:03.945736
75024-1,Current Items for Sale,New,,32,29.0,84.75,149.3,153.19,299.63,2025-10-19T14:33:03.945736
75024-1,Current Items for Sale,Used,,49,48.0,14.46,56.6,56.13,129.26,2025-10-19T14:33:03.945736
76001-1,Last 6 Months Sales,New,15.0,15,,16.38,54.9,54.9,89.0,2025-10-19T14:33:57.974292
76001-1,Last 6 Months Sales,Used,9.0,9,,8.58,34.66,34.66,51.82,2025-10-19T14:33:57.974292
76001-1,Current Items for Sale,New,,83,38.0,16.09,77.42,70.82,248.0,2025-10-19T14:33:57.974292
76001-1,Current Items for Sale,Used,,22,22.0,9.0,26.79,26.79,50.0,2025-10-19T14:33:57.974292
76003-1,Last 6 Months Sales,New,21.0,22,,35.21,45.5,45.1,63.69,2025-10-19T14:34:48.052915
76003-1,Last 6 Months Sales,Used,14.0,14,,8.49,24.55,24.55,31.18,2025-10-19T14:34:48.052915
76003-1,Current Items for Sale,New,,79,47.0,8.56,57.53,57.33,122.0,2025-10-19T14:34:48.052915
76003-1,Current Items for Sale,Used,,29,29.0,11.11,30.53,30.53,137.95,2025-10-19T14:34:48.052915
76005-1,Last 6 Months Sales,New,12.0,12,,123.97,172.55,172.55,237.68,2025-10-19T14:35:55.330492
76005-1,Last 6 Months Sales,Used,17.0,17,,42.67,84.27,84.27,120.0,2025-10-19T14:35:55.330492
76005-1,Current Items for Sale,New,,24,13.0,141.07,176.07,162.55,214.02,2025-10-19T14:35:55.330492
76005-1,Current Items for Sale,Used,,14,14.0,38.52,80.57,80.57,171.11,2025-10-19T14:35:55.330492
76007-1,Last 6 Months Sales,New,11.0,13,,42.47,79.13,78.26,125.2,2025-10-19T14:36:36.671353
76007-1,Last 6 Months Sales,Used,10.0,10,,19.16,36.69,36.69,64.9,2025-10-19T14:36:36.671353
76007-1,Current Items for Sale,New,,90,47.0,3.42,94.46,86.33,401.0,2025-10-19T14:36:36.671353
76007-1,Current Items for Sale,Used,,29,29.0,4.27,45.41,45.41,88.72,2025-10-19T14:36:36.671353
79012-1,Last 6 Months Sales,New,12.0,12,,37.95,147.09,147.09,199.0,2025-10-19T14:38:03.778464
79012-1,Last 6 Months Sales,Used,11.0,12,,15.99,107.15,111.39,167.58,2025-10-19T14:38:03.778464
79012-1,Current Items for Sale,New,,59,34.0,134.59,208.85,207.51,421.0,2025-10-19T14:38:03.778464
79012-1,Current Items for Sale,Used,,23,14.0,28.75,120.43,138.99,199.99,2025-10-19T14:38:03.778464
79013-1,Last 6 Months Sales,New,9.0,9,,159.49,190.07,190.07,249.99,2025-10-19T14:38:49.577824
79013-1,Last 6 Months Sales,Used,12.0,12,,60.99,116.05,116.05,149.99,2025-10-19T14:38:49.577824
79013-1,Current Items for Sale,New,,35,29.0,77.04,233.89,227.06,540.0,2025-10-19T14:38:49.577824
79013-1,Current Items for Sale,Used,,22,20.0,29.96,126.49,131.42,220.0,2025-10-19T14:38:49.577824
79103-1,Last 6 Months Sales,New,1.0,1,,187.59,187.59,187.59,187.59,2025-10-19T14:39:38.376594
79103-1,Last 6 Months Sales,Used,12.0,12,,28.17,73.07,73.07,114.83,2025-10-19T14:39:38.376594
79103-1,Current Items for Sale,New,,20,20.0,128.41,173.43,173.43,303.0,2025-10-19T14:39:38.376594
79103-1,Current Items for Sale,Used,,25,25.0,20.5,71.78,71.78,129.9,2025-10-19T14:39:38.376594
79105-1,Last 6 Months Sales,New,6.0,8,,69.91,98.26,91.5,137.64,2025-10-19T14:40:34.247550
79105-1,Last 6 Months Sales,Used,3.0,3,,42.99,48.95,48.95,55.56,2025-10-19T14:40:34.247550
79105-1,Current Items for Sale,New,,21,11.0,29.96,108.16,100.16,182.0,2025-10-19T14:40:34.247550
79105-1,Current Items for Sale,Used,,8,8.0,24.83,45.51,45.51,63.91,2025-10-19T14:40:34.247550
79108-1,Last 6 Months Sales,New,14.0,15,,93.81,117.01,116.67,169.0,2025-10-19T14:41:59.701121
79108-1,Last 6 Months Sales,Used,19.0,19,,42.43,66.49,66.49,110.0,2025-10-19T14:41:59.701121
79108-1,Current Items for Sale,New,,145,38.0,92.56,155.68,118.75,350.0,2025-10-19T14:41:59.701121
79108-1,Current Items for Sale,Used,,14,14.0,55.59,80.32,80.32,142.8,2025-10-19T14:41:59.701121
21019-1,Last 6 Months Sales,New,18.0,21,,19.99,92.81,91.34,150.59,2025-10-19T14:42:59.736987
21019-1,Last 6 Months Sales,Used,17.0,17,,8.25,19.19,19.19,39.74,2025-10-19T14:42:59.736987
21019-1,Current Items for Sale,New,,39,29.0,67.23,102.44,98.63,179.0,2025-10-19T14:42:59.736987
21019-1,Current Items for Sale,Used,,89,84.0,11.15,39.27,39.15,385.24,2025-10-19T14:42:59.736987
21104-1,Last 6 Months Sales,New,1.0,1,,98.34,98.34,98.34,98.34,2025-10-19T14:43:49.847729
21104-1,Last 6 Months Sales,Used,2.0,2,,63.12,71.06,71.06,79.0,2025-10-19T14:43:49.847729
21104-1,Current Items for Sale,New,,38,32.0,97.84,339.63,345.26,805.06,2025-10-19T14:43:49.847729
21104-1,Current Items for Sale,Used,,12,12.0,51.31,138.33,138.33,395.0,2025-10-19T14:43:49.847729
21107-1,Last 6 Months Sales,New,6.0,6,,42.29,57.12,57.12,77.0,2025-10-19T14:44:31.638962
21107-1,Last 6 Months Sales,Used,7.0,7,,30.15,38.25,38.25,51.97,2025-10-19T14:44:31.638962
21107-1,Current Items for Sale,New,,25,14.0,42.47,70.35,66.47,128.4,2025-10-19T14:44:31.638962
21107-1,Current Items for Sale,Used,,7,7.0,21.31,43.68,43.68,58.21,2025-10-19T14:44:31.638962
21109-1,Last 6 Months Sales,New,65.0,78,,21.44,73.73,73.4,112.69,2025-10-19T14:45:26.215248
21109-1,Last 6 Months Sales,Used,16.0,16,,21.56,56.8,56.8,75.0,2025-10-19T14:45:26.215248
21109-1,Current Items for Sale,New,,228,70.0,21.4,90.29,86.12,145.0,2025-10-19T14:45:26.215248
21109-1,Current Items for Sale,Used,,3,3.0,80.0,82.31,82.31,85.61,2025-10-19T14:45:26.215248
21114-1,Last 6 Months Sales,New,3.0,3,,26.07,38.99,38.99,46.9,2025-10-19T14:46:37.895077
21114-1,Last 6 Months Sales,Used,17.0,17,,8.26,15.0,15.0,40.41,2025-10-19T14:46:37.895077
21114-1,Current Items for Sale,New,,68,23.0,19.95,51.33,50.21,119.85,2025-10-19T14:46:37.895077
21114-1,Current Items for Sale,Used,,63,57.0,12.2,20.59,21.16,58.51,2025-10-19T14:46:37.895077
21115-1,Last 6 Months Sales,New,4.0,5,,68.57,74.92,74.15,87.99,2025-10-19T16:10:49.180257
21115-1,Last 6 Months Sales,Used,18.0,18,,6.86,29.18,29.18,47.05,2025-10-19T16:10:49.180257
21115-1,Current Items for Sale,New,,28,14.0,64.2,86.45,80.61,150.0,2025-10-19T16:10:49.180257
21115-1,Current Items for Sale,Used,,31,30.0,19.55,38.62,39.3,70.44,2025-10-19T16:10:49.180257
21204-1,Last 6 Months Sales,New,2.0,2,,25.32,27.9,27.9,30.48,2025-10-19T16:12:02.720440
21204-1,Last 6 Months Sales,Used,0.0,0,,,,,,2025-10-19T16:12:02.720440
21204-1,Current Items for Sale,New,,5,5.0,17.1,32.06,32.06,70.0,2025-10-19T16:12:02.720440
21204-1,Current Items for Sale,Used,,7,7.0,7.7,12.56,12.56,18.19,2025-10-19T16:12:02.720440
21208-1,Last 6 Months Sales,New,0.0,0,,,,,,2025-10-19T16:13:07.755612
21208-1,Last 6 Months Sales,Used,0.0,0,,,,,,2025-10-19T16:13:07.755612
21208-1,Current Items for Sale,New,,8,7.0,12.82,33.92,33.96,99.0,2025-10-19T16:13:07.755612
21208-1,Current Items for Sale,Used,,5,5.0,5.31,9.84,9.84,16.26,2025-10-19T16:13:07.755612
31019-1,Last 6 Months Sales,New,3.0,9,,20.9,26.43,26.34,29.38,2025-10-19T16:14:09.944433
31019-1,Last 6 Months Sales,Used,2.0,2,,8.78,10.84,10.84,12.91,2025-10-19T16:14:09.944433
31019-1,Current Items for Sale,New,,40,22.0,19.73,27.17,26.83,34.0,2025-10-19T16:14:09.944433
31019-1,Current Items for Sale,Used,,37,37.0,5.0,14.97,14.97,42.8,2025-10-19T16:14:09.944433
31021-1,Last 6 Months Sales,New,1.0,2,,35.22,35.22,35.22,35.22,2025-10-19T16:15:39.961322
31021-1,Last 6 Months Sales,Used,4.0,5,,9.36,14.97,14.53,20.81,2025-10-19T16:15:39.961322
31021-1,Current Items for Sale,New,,47,21.0,19.69,33.87,32.57,48.8,2025-10-19T16:15:39.961322
31021-1,Current Items for Sale,Used,,49,49.0,2.5,16.98,16.98,37.81,2025-10-19T16:15:39.961322
31023-1,Last 6 Months Sales,New,2.0,2,,23.75,24.37,24.37,24.99,2025-10-19T16:17:09.341951
31023-1,Last 6 Months Sales,Used,6.0,6,,8.59,13.35,13.35,17.3,2025-10-19T16:17:09.341951
31023-1,Current Items for Sale,New,,22,16.0,16.53,32.92,34.67,46.95,2025-10-19T16:17:09.341951
31023-1,Current Items for Sale,Used,,17,16.0,7.7,14.53,15.44,29.95,2025-10-19T16:17:09.341951
31024-1,Last 6 Months Sales,New,0.0,0,,,,,,2025-10-19T16:18:06.866524
31024-1,Last 6 Months Sales,Used,2.0,2,,2.91,5.78,5.78,8.66,2025-10-19T16:18:06.866524
31024-1,Current Items for Sale,New,,14,14.0,21.36,36.56,36.56,62.0,2025-10-19T16:18:06.866524
31024-1,Current Items for Sale,Used,,53,50.0,4.83,15.0,15.23,39.95,2025-10-19T16:18:06.866524
41034-1,Last 6 Months Sales,New,0.0,0,,,,,,2025-10-19T16:19:45.217165
41034-1,Last 6 Months Sales,Used,5.0,5,,6.47,9.36,9.36,14.09,2025-10-19T16:19:45.217165
41034-1,Current Items for Sale,New,,24,10.0,27.55,36.59,32.1,50.51,2025-10-19T16:19:45.217165
41034-1,Current Items for Sale,Used,,73,71.0,4.28,12.68,12.61,29.95,2025-10-19T16:19:45.217165
41035-1,Last 6 Months Sales,New,1.0,1,,30.7,30.7,30.7,30.7,2025-10-19T16:21:11.638070
41035-1,Last 6 Months Sales,Used,7.0,7,,7.92,11.56,11.56,14.69,2025-10-19T16:21:11.638070
41035-1,Current Items for Sale,New,,41,24.0,26.23,45.2,42.5,124.95,2025-10-19T16:21:11.638070
41035-1,Current Items for Sale,Used,,85,82.0,0.86,15.58,15.69,38.52,2025-10-19T16:21:11.638070
41036-1,Last 6 Months Sales,New,1.0,1,,25.97,25.97,25.97,25.97,2025-10-19T16:22:11.229114
41036-1,Last 6 Months Sales,Used,1.0,1,,8.8,8.8,8.8,8.8,2025-10-19T16:22:11.229114
41036-1,Current Items for Sale,New,,19,16.0,19.26,35.65,36.38,58.0,2025-10-19T16:22:11.229114
41036-1,Current Items for Sale,Used,,72,69.0,3.42,15.76,16.18,56.49,2025-10-19T16:22:11.229114
41037-1,Last 6 Months Sales,New,1.0,1,,42.79,42.79,42.79,42.79,2025-10-19T16:23:24.029991
41037-1,Last 6 Months Sales,Used,4.0,4,,11.73,15.14,15.14,20.0,2025-10-19T16:23:24.029991
41037-1,Current Items for Sale,New,,21,17.0,46.97,66.25,65.76,89.0,2025-10-19T16:23:24.029991
41037-1,Current Items for Sale,Used,,76,68.0,11.64,21.54,22.3,62.54,2025-10-19T16:23:24.029991
41038-1,Last 6 Months Sales,New,1.0,1,,30.82,30.82,30.82,30.82,2025-10-19T16:24:31.025087
41038-1,Last 6 Months Sales,Used,0.0,0,,,,,,2025-10-19T16:24:31.025087
41038-1,Current Items for Sale,New,,29,22.0,37.8,111.14,122.8,305.0,2025-10-19T16:24:31.025087
41038-1,Current Items for Sale,Used,,46,45.0,12.84,26.79,26.61,59.0,2025-10-19T16:24:31.025087
41052-1,Last 6 Months Sales,New,0.0,0,,,,,,2025-10-19T16:26:10.561916
41052-1,Last 6 Months Sales,Used,5.0,5,,8.21,13.62,13.62,19.53,2025-10-19T16:26:10.561916
41052-1,Current Items for Sale,New,,23,22.0,22.04,58.8,61.83,171.22,2025-10-19T16:26:10.561916
41052-1,Current Items for Sale,Used,,43,40.0,7.5,21.28,21.52,40.0,2025-10-19T16:26:10.561916
41053-1,Last 6 Months Sales,New,3.0,3,,32.0,33.97,33.97,37.5,2025-10-19T16:27:48.418662
41053-1,Last 6 Months Sales,Used,3.0,3,,8.24,11.09,11.09,13.14,2025-10-19T16:27:48.418662
41053-1,Current Items for Sale,New,,70,45.0,22.04,39.25,37.11,171.22,2025-10-19T16:27:48.418662
41053-1,Current Items for Sale,Used,,58,57.0,4.91,15.88,15.85,30.82,2025-10-19T16:27:48.418662
41054-1,Last 6 Months Sales,New,2.0,2,,35.53,45.91,45.91,56.29,2025-10-19T16:28:48.883462
41054-1,Last 6 Months Sales,Used,2.0,2,,14.04,16.87,16.87,19.7,2025-10-19T16:28:48.883462
41054-1,Current Items for Sale,New,,21,20.0,39.19,77.63,77.51,130.0,2025-10-19T16:28:48.883462
41054-1,Current Items for Sale,Used,,68,64.0,12.0,31.56,31.56,66.78,2025-10-19T16:28:48.883462
41056-1,Last 6 Months Sales,New,0.0,0,,,,,,2025-10-19T16:29:44.034171
41056-1,Last 6 Months Sales,Used,1.0,1,,10.01,10.01,10.01,10.01,2025-10-19T16:29:44.034171
41056-1,Current Items for Sale,New,,30,18.0,20.32,32.34,31.96,54.01,2025-10-19T16:29:44.034171
41056-1,Current Items for Sale,Used,,60,56.0,5.67,12.75,12.65,34.95,2025-10-19T16:29:44.034171
41057-1,Last 6 Months Sales,New,0.0,0,,,,,,2025-10-19T16:30:24.545776
41057-1,Last 6 Months Sales,Used,0.0,0,,,,,,2025-10-19T16:30:24.545776
41057-1,Current Items for Sale,New,,5,2.0,48.8,50.08,49.31,51.37,2025-10-19T16:30:24.545776
41057-1,Current Items for Sale,Used,,30,29.0,17.12,31.74,32.68,59.95,2025-10-19T16:30:24.545776
41059-1,Last 6 Months Sales,New,0.0,0,,,,,,2025-10-19T16:31:36.783111
41059-1,Last 6 Months Sales,Used,0.0,0,,,,,,2025-10-19T16:31:36.783111
41059-1,Current Items for Sale,New,,9,9.0,40.57,84.54,84.54,259.25,2025-10-19T16:31:36.783111
41059-1,Current Items for Sale,Used,,39,36.0,12.2,20.47,21.23,44.95,2025-10-19T16:31:36.783111
42022-1,Last 6 Months Sales,New,4.0,4,,43.93,51.66,51.66,59.0,2025-10-19T16:32:26.106085
42022-1,Last 6 Months Sales,Used,5.0,5,,9.9,16.15,16.15,25.26,2025-10-19T16:32:26.106085
42022-1,Current Items for Sale,New,,17,10.0,36.72,52.28,55.58,60.67,2025-10-19T16:32:26.106085
42022-1,Current Items for Sale,Used,,60,60.0,7.0,20.69,20.69,51.37,2025-10-19T16:32:26.106085
60034-1,Last 6 Months Sales,New,5.0,11,,46.0,63.01,58.41,79.99,2025-10-19T16:33:12.792944
60034-1,Last 6 Months Sales,Used,20.0,20,,14.0,21.37,21.37,31.5,2025-10-19T16:33:12.792944
60034-1,Current Items for Sale,New,,20,18.0,25.58,64.92,66.21,160.0,2025-10-19T16:33:12.792944
60034-1,Current Items for Sale,Used,,76,72.0,2.0,26.27,27.7,60.0,2025-10-19T16:33:12.792944
60035-1,Last 6 Months Sales,New,5.0,7,,40.93,52.66,54.57,71.39,2025-10-19T16:35:30.199323
60035-1,Last 6 Months Sales,Used,20.0,20,,17.7,26.8,26.8,34.87,2025-10-19T16:35:30.199323
60035-1,Current Items for Sale,New,,32,25.0,51.37,89.18,91.32,185.0,2025-10-19T16:35:30.199323
60035-1,Current Items for Sale,Used,,66,62.0,21.35,33.85,34.06,68.49,2025-10-19T16:35:30.199323
60044-1,Last 6 Months Sales,New,2.0,2,,69.0,73.3,73.3,77.6,2025-10-19T16:36:33.558740
60044-1,Last 6 Months Sales,Used,13.0,13,,8.58,16.41,16.41,22.0,2025-10-19T16:36:33.558740
